Time,Value
2022-01-10 01:05:00,0.082057142285721
2022-01-10 01:10:00,0.3129714285714102
2022-01-10 01:15:00,0.712057142857128
2022-01-10 01:20:00,0.2461714280000524
2022-01-10 01:25:00,0.8750857137143091
2022-01-10 01:30:00,0.3014857142857181
2022-01-10 01:35:00,0.0694857137142701
2022-01-10 01:40:00,0.0766285714285861
2022-01-10 01:45:00,0.0917142857142867
2022-01-10 01:50:00,0.0863999988571491
2022-01-10 01:55:00,0.0777714285714318
2022-01-10 02:00:00,0.0822857142857174
2022-01-10 02:05:00,0.0744000000000076
2022-01-10 02:10:00,0.18022857142854
2022-01-10 02:15:00,1.1157714285714193
2022-01-10 02:20:00,0.2475428571428554
2022-01-10 02:25:00,1.0051999999999366
2022-01-10 02:30:00,0.2777714280000249
2022-01-10 02:35:00,0.1047428571428463
2022-01-10 02:40:00,0.0700000000000103
2022-01-10 02:45:00,0.0858857142857024
2022-01-10 02:50:00,0.0694857125714562
2022-01-10 02:55:00,0.0800571428571441
2022-01-10 03:00:00,0.0701711013933987
2022-01-10 03:05:00,0.0782857142857028
2022-01-10 03:10:00,0.3215428571428387
2022-01-10 03:15:00,0.7256000000000027
2022-01-10 03:20:00,0.2641142857142871
2022-01-10 03:25:00,1.4204571422857353
2022-01-10 03:30:00,0.4762285708571601
2022-01-10 03:35:00,0.1502285708571642
2022-01-10 03:40:00,0.4613255781823177
2022-01-10 03:45:00,0.0778857142857253
2022-01-10 03:50:00,0.0690857142857255
2022-01-10 03:55:00,0.2195045628284976
2022-01-10 04:00:00,0.0917714285714516
2022-01-10 04:05:00,0.0842285714285649
2022-01-10 04:10:00,0.2711428571428925
2022-01-10 04:15:00,1.166857142857147
2022-01-10 04:20:00,0.2754857142857404
2022-01-10 04:25:00,1.6687428571428191
2022-01-10 04:30:00,0.5070285714285585
2022-01-10 04:35:00,0.3265986368941896
2022-01-10 04:40:00,0.0868571439999816
2022-01-10 04:45:00,0.0762285725714225
2022-01-10 04:50:00,0.0994857137142753
2022-01-10 04:55:00,0.0724571428571549
2022-01-10 05:00:00,0.0810857142857119
2022-01-10 05:05:00,0.0866285719999827
2022-01-10 05:10:00,0.2949142851428769
2022-01-10 05:15:00,0.728285713714301
2022-01-10 05:20:00,0.2644571428571206
2022-01-10 05:25:00,1.4030285714285802
2022-01-10 05:30:00,0.4016571422857357
